site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-09-13,9/13/2026,12Z,10
BAKC2,2026-09-13,9/14/2026,12Z,10
BAKC2,2026-09-13,9/15/2026,12Z,10
BAKC2,2026-09-13,9/16/2026,12Z,10
BAKC2,2026-09-13,9/17/2026,12Z,10
BAKC2,2026-09-13,9/18/2026,12Z,10
BAKC2,2026-09-13,9/19/2026,12Z,10
BAKC2,2026-09-13,9/20/2026,12Z,10
BAKC2,2026-09-13,9/21/2026,12Z,10
BAKC2,2026-09-13,9/22/2026,12Z,10
