site_id,issued_date,DATE,TIME,FLOW
SMRC2,2026-09-24,9/24/2026,12Z,33
SMRC2,2026-09-24,9/25/2026,12Z,33
SMRC2,2026-09-24,9/26/2026,12Z,33
SMRC2,2026-09-24,9/27/2026,12Z,32
SMRC2,2026-09-24,9/28/2026,12Z,32
SMRC2,2026-09-24,9/29/2026,12Z,32
SMRC2,2026-09-24,9/30/2026,12Z,46
SMRC2,2026-09-24,10/1/2026,12Z,48
SMRC2,2026-09-24,10/2/2026,12Z,52
SMRC2,2026-09-24,10/3/2026,12Z,41
