site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-07-11,7/11/2026,12Z,29
BAKC2,2026-07-11,7/12/2026,12Z,26
BAKC2,2026-07-11,7/13/2026,12Z,25
BAKC2,2026-07-11,7/14/2026,12Z,24
BAKC2,2026-07-11,7/15/2026,12Z,23
BAKC2,2026-07-11,7/16/2026,12Z,22
BAKC2,2026-07-11,7/17/2026,12Z,22
BAKC2,2026-07-11,7/18/2026,12Z,21
BAKC2,2026-07-11,7/19/2026,12Z,21
BAKC2,2026-07-11,7/20/2026,12Z,20
