site_id,issued_date,DATE,TIME,FLOW
SMRC2,2026-07-02,7/2/2026,12Z,121
SMRC2,2026-07-02,7/3/2026,12Z,118
SMRC2,2026-07-02,7/4/2026,12Z,114
SMRC2,2026-07-02,7/5/2026,12Z,111
SMRC2,2026-07-02,7/6/2026,12Z,107
SMRC2,2026-07-02,7/7/2026,12Z,104
SMRC2,2026-07-02,7/8/2026,12Z,101
SMRC2,2026-07-02,7/9/2026,12Z,97
SMRC2,2026-07-02,7/10/2026,12Z,94
SMRC2,2026-07-02,7/11/2026,12Z,91
