site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-07-23,7/23/2026,12Z,25
BAKC2,2026-07-23,7/24/2026,12Z,29
BAKC2,2026-07-23,7/25/2026,12Z,22
BAKC2,2026-07-23,7/26/2026,12Z,20
BAKC2,2026-07-23,7/27/2026,12Z,19
BAKC2,2026-07-23,7/28/2026,12Z,19
BAKC2,2026-07-23,7/29/2026,12Z,21
BAKC2,2026-07-23,7/30/2026,12Z,19
BAKC2,2026-07-23,7/31/2026,12Z,18
BAKC2,2026-07-23,8/1/2026,12Z,17
