site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-08-01,8/1/2026,12Z,22
BAKC2,2026-08-01,8/2/2026,12Z,21
BAKC2,2026-08-01,8/3/2026,12Z,21
BAKC2,2026-08-01,8/4/2026,12Z,20
BAKC2,2026-08-01,8/5/2026,12Z,20
BAKC2,2026-08-01,8/6/2026,12Z,19
BAKC2,2026-08-01,8/7/2026,12Z,19
BAKC2,2026-08-01,8/8/2026,12Z,18
BAKC2,2026-08-01,8/9/2026,12Z,17
BAKC2,2026-08-01,8/10/2026,12Z,17
