site_id,issued_date,DATE,TIME,FLOW
SMRC2,2026-07-21,7/21/2026,12Z,55
SMRC2,2026-07-21,7/22/2026,12Z,54
SMRC2,2026-07-21,7/23/2026,12Z,53
SMRC2,2026-07-21,7/24/2026,12Z,80
SMRC2,2026-07-21,7/25/2026,12Z,73
SMRC2,2026-07-21,7/26/2026,12Z,55
SMRC2,2026-07-21,7/27/2026,12Z,52
SMRC2,2026-07-21,7/28/2026,12Z,51
SMRC2,2026-07-21,7/29/2026,12Z,50
SMRC2,2026-07-21,7/30/2026,12Z,49
