site_id,issued_date,DATE,TIME,FLOW
SMRC2,2026-07-03,7/3/2026,12Z,116
SMRC2,2026-07-03,7/4/2026,12Z,112
SMRC2,2026-07-03,7/5/2026,12Z,109
SMRC2,2026-07-03,7/6/2026,12Z,105
SMRC2,2026-07-03,7/7/2026,12Z,102
SMRC2,2026-07-03,7/8/2026,12Z,99
SMRC2,2026-07-03,7/9/2026,12Z,95
SMRC2,2026-07-03,7/10/2026,12Z,92
SMRC2,2026-07-03,7/11/2026,12Z,89
SMRC2,2026-07-03,7/12/2026,12Z,86
