site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-07-19,7/19/2026,12Z,22
BAKC2,2026-07-19,7/20/2026,12Z,21
BAKC2,2026-07-19,7/21/2026,12Z,21
BAKC2,2026-07-19,7/22/2026,12Z,20
BAKC2,2026-07-19,7/23/2026,12Z,22
BAKC2,2026-07-19,7/24/2026,12Z,31
BAKC2,2026-07-19,7/25/2026,12Z,24
BAKC2,2026-07-19,7/26/2026,12Z,21
BAKC2,2026-07-19,7/27/2026,12Z,19
BAKC2,2026-07-19,7/28/2026,12Z,19
