site_id,issued_date,DATE,TIME,FLOW
SMRC2,2026-09-22,9/22/2026,12Z,38
SMRC2,2026-09-22,9/23/2026,12Z,38
SMRC2,2026-09-22,9/24/2026,12Z,37
SMRC2,2026-09-22,9/25/2026,12Z,37
SMRC2,2026-09-22,9/26/2026,12Z,37
SMRC2,2026-09-22,9/27/2026,12Z,37
SMRC2,2026-09-22,9/28/2026,12Z,36
SMRC2,2026-09-22,9/29/2026,12Z,36
SMRC2,2026-09-22,9/30/2026,12Z,36
SMRC2,2026-09-22,10/1/2026,12Z,35
