site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-07-18,7/18/2026,12Z,24
BAKC2,2026-07-18,7/19/2026,12Z,23
BAKC2,2026-07-18,7/20/2026,12Z,23
BAKC2,2026-07-18,7/21/2026,12Z,22
BAKC2,2026-07-18,7/22/2026,12Z,22
BAKC2,2026-07-18,7/23/2026,12Z,33
BAKC2,2026-07-18,7/24/2026,12Z,45
BAKC2,2026-07-18,7/25/2026,12Z,28
BAKC2,2026-07-18,7/26/2026,12Z,23
BAKC2,2026-07-18,7/27/2026,12Z,22
