u10,v10,t2m,sdswrf,init_date,horizon,member
2.844982862472534,-0.7968286275863647,297.15948486328125,460.97601318359375,2026-08-11 06:00,12,c00
2.5989696979522705,-0.3600732386112213,296.91448974609375,415.9840087890625,2026-08-11 06:00,36,c00
-2.6976990699768066,0.7878759503364563,292.7730407714844,373.0880126953125,2026-08-11 06:00,60,c00
1.4679369926452637,0.36628904938697815,294.7079772949219,450.1440124511719,2026-08-11 06:00,84,c00
3.461657762527466,0.7497583031654358,292.3999938964844,466.0320129394531,2026-08-11 06:00,108,c00
-2.6051928997039795,0.5824902057647705,294.6000061035156,413.8399963378906,2026-08-11 06:00,132,c00
2.976130485534668,0.05952392518520355,292.7878112792969,443.7760009765625,2026-08-11 06:00,156,c00
2.130131721496582,-0.7922216653823853,297.29998779296875,439.9679870605469,2026-08-11 06:00,12,p01
0.24692626297473907,0.45721435546875,295.329833984375,360.4800109863281,2026-08-11 06:00,36,p01
0.5165454149246216,0.6963549852371216,292.82232666015625,424.6239929199219,2026-08-11 06:00,60,p01
1.8554126024246216,1.0116626024246216,294.5472717285156,441.66400146484375,2026-08-11 06:00,84,p01
1.9828369617462158,-0.3606933653354645,284.21221923828125,152.06399536132812,2026-08-11 06:00,108,p01
-0.5672217011451721,-0.5695776343345642,283.889892578125,103.3280029296875,2026-08-11 06:00,132,p01
-0.12355712801218033,-0.5797900557518005,294.5946350097656,441.47198486328125,2026-08-11 06:00,156,p01
1.4414232969284058,-0.8829296827316284,297.32464599609375,418.97601318359375,2026-08-11 06:00,12,p02
2.3822314739227295,-0.9477002024650574,297.9154968261719,473.343994140625,2026-08-11 06:00,36,p02
-0.42500245571136475,0.9307177662849426,295.6000061035156,457.00799560546875,2026-08-11 06:00,60,p02
1.9576025009155273,0.6743408441543579,292.534912109375,388.8800048828125,2026-08-11 06:00,84,p02
2.6927490234375,-0.12386718392372131,291.5631103515625,388.0159912109375,2026-08-11 06:00,108,p02
1.659421443939209,-0.10102538764476776,294.7573547363281,399.0400085449219,2026-08-11 06:00,132,p02
1.7141577005386353,-1.216455101966858,294.328369140625,452.1919860839844,2026-08-11 06:00,156,p02
1.300051212310791,-0.9466748237609863,299.1034851074219,473.5360107421875,2026-08-11 06:00,12,p03
1.278627872467041,-0.8552783131599426,297.3999938964844,433.0400085449219,2026-08-11 06:00,36,p03
-1.6111767292022705,0.4888964891433716,293.9909362792969,390.6080017089844,2026-08-11 06:00,60,p03
-1.1911572217941284,0.5780541896820068,294.84722900390625,451.1199951171875,2026-08-11 06:00,84,p03
4.373960018157959,0.2296435534954071,291.895263671875,468.9280090332031,2026-08-11 06:00,108,p03
1.3393847942352295,0.4129687547683716,292.1000671386719,357.0719909667969,2026-08-11 06:00,132,p03
3.361384391784668,-0.11711181700229645,293.1044006347656,451.9519958496094,2026-08-11 06:00,156,p03
3.95635986328125,-0.2546093761920929,295.5,383.47198486328125,2026-08-11 06:00,12,p04
4.269432544708252,-0.0975341796875,296.3009948730469,478.76800537109375,2026-08-11 06:00,36,p04
-3.4348511695861816,2.127609968185425,295.13824462890625,461.23199462890625,2026-08-11 06:00,60,p04
2.577036142349243,1.0341724157333374,289.8515930175781,322.9280090332031,2026-08-11 06:00,84,p04
2.925832509994507,0.8719335794448853,290.91461181640625,400.55999755859375,2026-08-11 06:00,108,p04
-2.1169164180755615,1.2844165563583374,289.8663024902344,280.2080078125,2026-08-11 06:00,132,p04
2.0417847633361816,0.1678149402141571,292.61529541015625,449.64801025390625,2026-08-11 06:00,156,p04
4.370620250701904,-0.5000805854797363,296.1280822753906,424.8800048828125,2026-08-11 06:00,12,p05
2.0298290252685547,-0.1744067370891571,296.6315002441406,414.3999938964844,2026-08-11 06:00,36,p05
-1.353725552558899,1.991918921470642,287.41259765625,243.4080047607422,2026-08-11 06:00,60,p05
4.164892673492432,1.4534008502960205,293.15399169921875,475.9200134277344,2026-08-11 06:00,84,p05
-0.0018017578404396772,1.2363940477371216,293.2674560546875,359.87200927734375,2026-08-11 06:00,108,p05
0.8277978301048279,0.992431640625,295.6031188964844,457.9679870605469,2026-08-11 06:00,132,p05
2.9145140647888184,-0.75103759765625,295.2756042480469,462.864013671875,2026-08-11 06:00,156,p05
2.673213005065918,-0.6619970798492432,298.13787841796875,476.6400146484375,2026-08-11 06:00,12,p06
-0.13154296576976776,0.028911132365465164,297.9999694824219,418.656005859375,2026-08-11 06:00,36,p06
-2.1788768768310547,0.9323925971984863,293.90411376953125,399.6000061035156,2026-08-11 06:00,60,p06
3.361032724380493,0.4122314453125,293.39202880859375,448.4159851074219,2026-08-11 06:00,84,p06
2.161992073059082,0.29058837890625,293.1000061035156,380.8160095214844,2026-08-11 06:00,108,p06
1.7722363471984863,-0.79534912109375,295.1330261230469,458.9280090332031,2026-08-11 06:00,132,p06
-0.1437719762325287,1.152956485748291,295.8999938964844,366.33599853515625,2026-08-11 06:00,156,p06
4.58517599105835,-0.34696778655052185,296.218994140625,436.12799072265625,2026-08-11 06:00,12,p07
1.6565197706222534,-0.9393017292022705,298.2145080566406,463.760009765625,2026-08-11 06:00,36,p07
-4.236677169799805,1.24603271484375,292.9449768066406,370.0,2026-08-11 06:00,60,p07
2.357895612716675,1.5585815906524658,293.3392639160156,457.02398681640625,2026-08-11 06:00,84,p07
1.7911596298217773,0.7057275176048279,294.2279052734375,475.6960144042969,2026-08-11 06:00,108,p07
-0.09975586086511612,-0.3908398449420929,291.50775146484375,318.5920104980469,2026-08-11 06:00,132,p07
2.093876838684082,0.5329077243804932,284.4999694824219,71.24800109863281,2026-08-11 06:00,156,p07
1.4757201671600342,-0.2334008812904358,296.17120361328125,402.2080078125,2026-08-11 06:00,12,p08
-1.5322705507278442,1.2806005477905273,296.02899169921875,358.7359924316406,2026-08-11 06:00,36,p08
-3.215949773788452,0.4754052758216858,291.0677795410156,426.6719970703125,2026-08-11 06:00,60,p08
0.02744384855031967,-0.40525877475738525,294.4460144042969,427.552001953125,2026-08-11 06:00,84,p08
2.425445556640625,-0.5209009051322937,292.2099914550781,456.8479919433594,2026-08-11 06:00,108,p08
-2.967043399810791,0.9186205863952637,295.54583740234375,465.2640075683594,2026-08-11 06:00,132,p08
3.651603937149048,-0.5253198146820068,293.54730224609375,412.656005859375,2026-08-11 06:00,156,p08
2.7135889530181885,-0.19319336116313934,297.0,429.1199951171875,2026-08-11 06:00,12,p09
5.587751388549805,-0.2616223096847534,296.5999755859375,479.24798583984375,2026-08-11 06:00,36,p09
-1.1668554544448853,0.29133057594299316,297.70819091796875,469.9679870605469,2026-08-11 06:00,60,p09
5.426323413848877,0.08912841975688934,291.60833740234375,462.0639953613281,2026-08-11 06:00,84,p09
-2.0423755645751953,2.3971240520477295,289.72235107421875,451.0880126953125,2026-08-11 06:00,108,p09
0.40111082792282104,0.8661327958106995,294.3740234375,415.1839904785156,2026-08-11 06:00,132,p09
2.724074602127075,-0.8484179973602295,291.70220947265625,465.0400085449219,2026-08-11 06:00,156,p09
0.604736328125,-0.38536375761032104,297.2945251464844,415.9840087890625,2026-08-11 06:00,12,p10
1.9261645078659058,-0.7284228801727295,297.842529296875,406.09600830078125,2026-08-11 06:00,36,p10
-1.3346484899520874,-0.5485253930091858,294.4796142578125,469.0880126953125,2026-08-11 06:00,60,p10
4.864052772521973,1.6418627500534058,292.3495788574219,434.99200439453125,2026-08-11 06:00,84,p10
2.5404491424560547,0.20107421278953552,293.19451904296875,432.4800109863281,2026-08-11 06:00,108,p10
-0.757373034954071,0.16291992366313934,292.70318603515625,386.9119873046875,2026-08-11 06:00,132,p10
1.8835302591323853,-0.04420654475688934,295.1000061035156,473.8559875488281,2026-08-11 06:00,156,p10
2.3531494140625,-0.710192859172821,295.9281005859375,406.78399658203125,2026-08-11 06:00,12,p11
1.7796924114227295,-0.88214111328125,296.80572509765625,405.6000061035156,2026-08-11 06:00,36,p11
-1.6167919635772705,0.8323119878768921,289.20001220703125,296.1440124511719,2026-08-11 06:00,60,p11
3.3133862018585205,0.3225634694099426,291.64599609375,438.99200439453125,2026-08-11 06:00,84,p11
2.9185423851013184,0.8031885027885437,292.3019714355469,446.1759948730469,2026-08-11 06:00,108,p11
1.4357837438583374,-0.23911376297473907,294.04351806640625,474.76800537109375,2026-08-11 06:00,132,p11
0.09436767548322678,-0.09654541313648224,294.8999938964844,469.8080139160156,2026-08-11 06:00,156,p11
0.9654199481010437,-0.4476635754108429,296.9472351074219,422.97601318359375,2026-08-11 06:00,12,p12
1.4060254096984863,-0.8426269292831421,296.89996337890625,442.0639953613281,2026-08-11 06:00,36,p12
-2.204653263092041,1.1156396865844727,289.77642822265625,411.3280029296875,2026-08-11 06:00,60,p12
0.4337524473667145,-0.4236523509025574,292.5,378.8160095214844,2026-08-11 06:00,84,p12
3.417041063308716,-0.05477295070886612,292.29998779296875,414.9119873046875,2026-08-11 06:00,108,p12
-2.373976945877075,0.7617211937904358,294.0999755859375,452.33599853515625,2026-08-11 06:00,132,p12
1.3033130168914795,-1.2938110828399658,293.89996337890625,405.9360046386719,2026-08-11 06:00,156,p12
0.6744775176048279,-0.8189990520477295,298.5,446.7200012207031,2026-08-11 06:00,12,p13
0.4339624047279358,1.006284236907959,297.29998779296875,375.42401123046875,2026-08-11 06:00,36,p13
-1.667202115058899,0.8144994974136353,295.99102783203125,463.0880126953125,2026-08-11 06:00,60,p13
0.22053222358226776,1.052243709564209,295.09844970703125,418.0799865722656,2026-08-11 06:00,84,p13
1.983127474784851,0.4804736375808716,292.40545654296875,378.2080078125,2026-08-11 06:00,108,p13
0.47257813811302185,-1.341345191001892,290.29998779296875,165.74400329589844,2026-08-11 06:00,132,p13
-1.1404235363006592,0.8568896651268005,293.5986022949219,400.79998779296875,2026-08-11 06:00,156,p13
2.7055370807647705,-0.1317114233970642,297.3999938964844,447.31201171875,2026-08-11 06:00,12,p14
2.7434301376342773,-0.7889550924301147,297.39996337890625,441.9360046386719,2026-08-11 06:00,36,p14
-2.352712392807007,0.3255957067012787,294.29998779296875,447.7760009765625,2026-08-11 06:00,60,p14
4.561323165893555,1.1131298542022705,292.412109375,450.54400634765625,2026-08-11 06:00,84,p14
3.1471314430236816,0.24425536394119263,292.06744384765625,353.6960144042969,2026-08-11 06:00,108,p14
1.525183081626892,1.1456981897354126,292.7103271484375,345.4880065917969,2026-08-11 06:00,132,p14
5.77920389175415,0.8877221941947937,291.689208984375,376.239990234375,2026-08-11 06:00,156,p14
1.3040918111801147,-0.4017016589641571,297.75946044921875,417.9200134277344,2026-08-11 06:00,12,p15
-0.13788330554962158,-0.24037842452526093,298.2276916503906,379.1839904785156,2026-08-11 06:00,36,p15
-0.8527319431304932,1.2474756240844727,294.31304931640625,409.0719909667969,2026-08-11 06:00,60,p15
1.3616039752960205,0.4613720774650574,295.46746826171875,470.6719970703125,2026-08-11 06:00,84,p15
1.6671923398971558,0.06416504085063934,294.7438659667969,472.1600036621094,2026-08-11 06:00,108,p15
1.9814941883087158,0.96551513671875,292.5,369.6159973144531,2026-08-11 06:00,132,p15
0.09616455435752869,-0.2893701195716858,293.4999694824219,393.0400085449219,2026-08-11 06:00,156,p15
2.095710515975952,-0.5453686714172363,297.3472595214844,455.7760009765625,2026-08-11 06:00,12,p16
3.5284008979797363,-0.18858642876148224,296.31451416015625,408.239990234375,2026-08-11 06:00,36,p16
2.9795751571655273,0.5951977372169495,292.7784729003906,433.1199951171875,2026-08-11 06:00,60,p16
0.939099133014679,0.8819946050643921,293.5618591308594,446.8160095214844,2026-08-11 06:00,84,p16
2.338918447494507,0.22327880561351776,291.20001220703125,422.75201416015625,2026-08-11 06:00,108,p16
-1.066127896308899,-0.3483862280845642,289.81671142578125,205.05599975585938,2026-08-11 06:00,132,p16
0.5211450457572937,0.44570067524909973,292.3179931640625,414.35198974609375,2026-08-11 06:00,156,p16
2.5030517578125,-0.09006591886281967,297.5999755859375,479.9519958496094,2026-08-11 06:00,12,p17
2.6632080078125,0.30974119901657104,298.5010070800781,463.0880126953125,2026-08-11 06:00,36,p17
0.42543211579322815,0.8378466963768005,292.29998779296875,404.12799072265625,2026-08-11 06:00,60,p17
1.6516942977905273,-0.33000731468200684,294.43878173828125,422.7200012207031,2026-08-11 06:00,84,p17
2.167922258377075,0.3214355409145355,292.8376770019531,456.78399658203125,2026-08-11 06:00,108,p17
0.06703857332468033,-0.03819335997104645,294.75030517578125,412.8800048828125,2026-08-11 06:00,132,p17
1.4560449123382568,-0.05475097522139549,293.1669006347656,401.5199890136719,2026-08-11 06:00,156,p17
2.0064356327056885,-1.096401333808899,297.712158203125,452.8320007324219,2026-08-11 06:00,12,p18
0.8885400295257568,0.17557616531848907,296.29998779296875,384.4800109863281,2026-08-11 06:00,36,p18
0.23637451231479645,0.24733154475688934,291.32135009765625,322.1600036621094,2026-08-11 06:00,60,p18
0.48817384243011475,1.5519360303878784,293.9876403808594,459.3280029296875,2026-08-11 06:00,84,p18
3.483823299407959,0.4007031321525574,292.99066162109375,470.3840026855469,2026-08-11 06:00,108,p18
-0.14332030713558197,0.5087475776672363,295.1000061035156,420.33599853515625,2026-08-11 06:00,132,p18
-2.8029565811157227,0.8042455911636353,291.45611572265625,444.1759948730469,2026-08-11 06:00,156,p18
2.6675806045532227,-0.2490502893924713,297.162353515625,464.8800048828125,2026-08-11 06:00,12,p19
2.423637628555298,-1.7664403915405273,297.29998779296875,469.1199951171875,2026-08-11 06:00,36,p19
-2.1958959102630615,0.23240967094898224,291.773681640625,419.0880126953125,2026-08-11 06:00,60,p19
2.71044921875,0.5930346846580505,291.8051452636719,435.9360046386719,2026-08-11 06:00,84,p19
-0.2234155237674713,1.551477074623108,293.70343017578125,398.4159851074219,2026-08-11 06:00,108,p19
0.07496093958616257,0.3459106385707855,293.934814453125,357.8080139160156,2026-08-11 06:00,132,p19
1.4553539752960205,1.0907275676727295,289.07855224609375,68.87999725341797,2026-08-11 06:00,156,p19
2.4339966773986816,-0.4390234351158142,296.15948486328125,410.32000732421875,2026-08-11 06:00,12,p20
